lecturer_row_ref,publication_id
dosen_source.csv:2,d4081805-dcaa-4218-bfcb-e3bc6fdb7923
dosen_source.csv:2,208ae3a1-36bf-4c2a-b195-65dae1ff189e
dosen_source.csv:2,34951e58-c4f8-4993-becb-7d9cefe30ce4
dosen_source.csv:2,739a2c78-0333-4419-91fd-4784291dd8a5
dosen_source.csv:2,fd59daba-ef19-40c4-ae2d-b888af59b50d
dosen_source.csv:2,7a76d7a0-d376-48d7-b5ce-1094fcea9d3e
dosen_source.csv:2,c51c2b43-caec-41dc-8130-20ea225a2478
dosen_source.csv:2,2c94b0b4-355f-4b3d-a7e0-36d061909b55
dosen_source.csv:2,b525ca8a-ab46-44c6-870b-54e78879b077
dosen_source.csv:2,367ecc98-bb34-432c-84aa-3db4f00d4117
dosen_source.csv:2,e2360ea9-e9cd-4b93-b835-19e4274a73a9
dosen_source.csv:2,6ee28852-42a6-4e3a-ba80-56be8580cc07
dosen_source.csv:2,aca260f8-40bd-46cd-98a2-67c8169cf041
dosen_source.csv:2,df1a46de-4834-4646-b25f-fd9a69a983c4
dosen_source.csv:2,1ffd2628-fa0a-4ba5-a1cd-987073029e4f
dosen_source.csv:2,cf7d8e6c-c683-4430-a38c-f629fdd8123d
dosen_source.csv:2,e4222ed1-5e58-499b-864c-bd5e7035f157
dosen_source.csv:2,c4bfba24-5568-4b60-8e40-7e457da56d29
dosen_source.csv:2,15aa985e-5094-4728-b802-a867d3ab6d83
dosen_source.csv:2,06520c3f-a97c-4fe0-bfb0-22ce344d05bc
dosen_source.csv:2,f7c4e77c-5597-4837-ac99-df4072522366
dosen_source.csv:2,689062b8-80de-4d41-8ecc-7ca1a54889df
dosen_source.csv:2,202d44b5-8ab0-443e-9701-0e48c90e17b6
dosen_source.csv:2,71275fe4-99d1-4353-95c4-37b11e2f9cbc
dosen_source.csv:2,19eee6d9-af11-4aa4-8383-2ac62ca52d54
dosen_source.csv:2,035ee645-9c94-4add-a242-eb9be0143fd5
dosen_source.csv:2,cab51a00-bf20-43dc-a101-a21d4a29b66c
dosen_source.csv:2,fcb33533-e8c8-4971-a996-5c9aa30dca69
dosen_source.csv:2,52241d41-008d-4a62-ab4c-3eff48d9e0e1
dosen_source.csv:2,9e2cd272-38b7-4934-9cb0-216196232959
dosen_source.csv:2,7e16d49a-aef8-45a0-b4f7-04f80d2463ba
dosen_source.csv:2,62214082-cea9-4150-a6df-51410b376e56
dosen_source.csv:2,17291763-4482-45d5-8fe8-e41b7a9abfb8
dosen_source.csv:2,e945c682-fd7c-480b-8e23-17cf26a740d1
dosen_source.csv:2,d17b8373-3232-48dc-8f65-adb417d654c7
dosen_source.csv:2,f9a458d8-acd3-43f3-8a66-627056ab788c
dosen_source.csv:2,ff1dd4ae-e57b-43cf-b694-05ce314f604e
dosen_source.csv:2,7b5b47e5-5322-432a-8f4e-8b4684b6a804
dosen_source.csv:2,7d0250e9-b47e-43d5-9097-f0603a394dd6
dosen_source.csv:2,c6bd7b1d-a9f0-4413-9283-869e94cada9e
dosen_source.csv:2,996ded71-f414-42e0-aba1-6e60635c4b64
dosen_source.csv:2,ad7c42c1-5479-4df7-b050-bf1f31e5c793
dosen_source.csv:2,2206410a-e236-4d93-88c6-1ef00f1c959b
dosen_source.csv:2,c5ddadc1-8b61-4c61-a7cb-2a237e20c266
dosen_source.csv:2,91a57090-64aa-4681-9459-7fbbfd22b88c
dosen_source.csv:2,8e666795-59fd-4f63-a2c6-c40e98816825
dosen_source.csv:2,598b5092-3769-471f-ad83-37b0ee74e776
dosen_source.csv:2,562d32d9-bd07-4592-9b67-d7b5f1885267
dosen_source.csv:2,209b1433-c444-4c0c-b822-a67bce04541c
dosen_source.csv:2,61052c6f-a681-476e-b74b-311e8317792d
dosen_source.csv:2,400a9952-ce5e-497a-a89f-a293a29a4091
dosen_source.csv:2,edc17c5f-19fe-4a9e-b7a3-4d0b79ac8069
dosen_source.csv:2,4460afb7-0741-40ee-b5fd-a91ef1ad2e4f
dosen_source.csv:2,ae411fed-c298-48d4-aaaa-9d51e2237c4b
dosen_source.csv:2,c3aee1e6-85e4-4ab1-9b28-f4f092968380
dosen_source.csv:2,26380cd8-e233-40c5-a797-930406d4e0fd
dosen_source.csv:2,1688c267-9a99-4884-a73d-e06937e11bd3
dosen_source.csv:2,f749df00-6ddb-47ad-baee-140717efc500
dosen_source.csv:2,d9005f71-bb53-404a-9d93-6e25533092ed
dosen_source.csv:2,90aa468d-c04b-4faf-8e7f-8be4d7534827
